Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Identifiant mandat,Date d'élection,Date de début de mandat,Année de début de mandat,Motif début de mandat,Date de fin de mandat,Année de fin de mandat,Motif fin de mandat,Commentaire
81015E,M.,Charasse,Michel,ANCIEN,6419,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 1,2010-03-06 00:00:00.0,,Nommé membre CC,
92016Q,M.,Charmant,Marcel,ANCIEN,134,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Ne se représente pas,
11080N,M.,Charon,Pierre,ACTIF,12741,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
11080N,M.,Charon,Pierre,ACTIF,51178,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement 1,,,En Cours,
000191,M.,Charpentier,Maurice,ANCIEN,2354,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000191,M.,Charpentier,Maurice,ANCIEN,2355,,1959-04-28 00:00:00.0,,Renouvellement,1965-08-19 00:00:00.0,,Décédé,
000572,M.,Charretier,Maurice,ANCIEN,2357,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1987-09-30 00:00:00.0,,Décédé,
95018F,M.,Charzat,Michel,ANCIEN,135,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2000-01-27 00:00:00.0,,Élu député,
14195A,M.,Chasseing,Daniel,ACTIF,14046,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14195A,M.,Chasseing,Daniel,ACTIF,51831,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
08057C,M.,Chastan,Yves,ANCIEN,11711,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Ne se représente pas,
000439,M.,Chatelain,Fernand,ANCIEN,2359,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Fin de mandat,
000439,M.,Chatelain,Fernand,ANCIEN,2360,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement,1979-06-11 00:00:00.0,,Décédé,
08028W,M.,Chatillon,Alain,ACTIF,11584,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
08028W,M.,Chatillon,Alain,ACTIF,14159,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
08028W,M.,Chatillon,Alain,ACTIF,51984,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
19920C,M.,Chaudun,Christophe,ANCIEN,51734,,2020-06-25 00:00:00.0,,Remplace,2020-06-25 00:00:00.0,,Démissionnaire,"en remplacement de Mme Nadine Grelet-Certenais, dont le mandat a pris fin de plein droit"
77012W,M.,Chaumont,Jacques,ANCIEN,136,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
77012W,M.,Chaumont,Jacques,ANCIEN,137,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Fin de mandat,
77012W,M.,Chaumont,Jacques,ANCIEN,138,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 2,2004-09-30 00:00:00.0,,Ne se représente pas,
59221C,M.,Chauty,Michel,ANCIEN,2362,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Election,1974-10-01 00:00:00.0,,Fin de mandat,
59221C,M.,Chauty,Michel,ANCIEN,2363,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Renouvellement 1,1983-10-02 00:00:00.0,,Fin de mandat,
59221C,M.,Chauty,Michel,ANCIEN,2364,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement 2,1992-10-01 00:00:00.0,,Ne se représente pas,
04099V,M.,Chauveau,Jean-Pierre,ANCIEN,11099,,2004-11-02 00:00:00.0,,Remplace,2005-06-27 00:00:00.0,,Démissionnaire,"En remplacement de M. François Fillon, nommé membre du Gouvernement"
04099V,M.,Chauveau,Jean-Pierre,ANCIEN,11242,,2007-06-18 00:00:00.0,,Remplace,2014-09-30 00:00:00.0,,Ne se représente pas,"En remplacement de M. François Fillon, nommé Premier ministre"
20144B,M.,Chauvet,Patrick,ACTIF,51977,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
000272,M.,Chauvin,Adolphe,ANCIEN,2366,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Fin de mandat,
000272,M.,Chauvin,Adolphe,ANCIEN,2367,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 1,1977-10-02 00:00:00.0,,Fin de mandat,
000272,M.,Chauvin,Adolphe,ANCIEN,2368,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement 2,1986-10-01 00:00:00.0,,Ne se représente pas,
19467C,Mme,Chauvin,Marie-Christine,ACTIF,51307,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
000222,M.,Chavanac,Albert,ANCIEN,2371,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1972-09-14 00:00:00.0,,Décédé,
58113U,M.,Chazalon,André,ANCIEN,2373,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1962-12-13 00:00:00.0,,Élu député,
58349P,M.,Chazelle,René,ANCIEN,2375,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Non réélu,
77013X,M.,Chérioux,Jean,ANCIEN,139,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
77013X,M.,Chérioux,Jean,ANCIEN,140,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Fin de mandat,
77013X,M.,Chérioux,Jean,ANCIEN,141,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 2,2004-09-30 00:00:00.0,,Ne se représente pas,
58419L,M.,Cherrier,Lionel,ANCIEN,2377,,1974-10-14 00:00:00.0,,Remplace,1983-10-02 00:00:00.0,,Non réélu,"En remplacement de M. Henri Lafleur, décédé"
81010Y,M.,Chervy,William,ANCIEN,142,1981-09-27 00:00:00.0,1981-09-27 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
81010Y,M.,Chervy,William,ANCIEN,143,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Ne se représente pas,
000723,M.,Chevalier,Robert,ANCIEN,5396,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000723,M.,Chevalier,Robert,ANCIEN,5397,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1968-10-01 00:00:00.0,,Non réélu,
000715,M.,Chevallier,Paul,ANCIEN,5401,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000715,M.,Chevallier,Paul,ANCIEN,5402,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1968-10-01 00:00:00.0,,Ne se représente pas,
08013P,Mme,Chevé,Jacqueline,ANCIEN,11516,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2010-03-15 00:00:00.0,2010,Décédé,
02053W,M.,Chevènement,Jean-Pierre,ANCIEN,11627,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Ne se représente pas,
18083K,M.,Chevrollier,Guillaume,ACTIF,51256,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
59527T,M.,Chinaud,Roger,ANCIEN,2384,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Ne se représente pas,
11042G,M.,Chiron,Jacques,ANCIEN,12514,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Ne se représente pas,
000195,M.,Chochoy,Bernard,ANCIEN,2389,,1958-06-08 00:00:00.0,,Renouvellement 3,1959-04-27 00:00:00.0,,Fin de mandat,
000195,M.,Chochoy,Bernard,ANCIEN,2390,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement,1965-10-01 00:00:00.0,,Fin de mandat,
000195,M.,Chochoy,Bernard,ANCIEN,2391,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement,1967-04-03 00:00:00.0,,Élu député,
000195,M.,Chochoy,Bernard,ANCIEN,2393,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1981-04-23 00:00:00.0,,Décédé,
59222D,M.,Chupin,Auguste,ANCIEN,2395,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Fin de mandat,
59222D,M.,Chupin,Auguste,ANCIEN,2396,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1992-10-01 00:00:00.0,,Non réélu,
58923X,M.,Ciccolini,Félix,ANCIEN,2398,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
58923X,M.,Ciccolini,Félix,ANCIEN,2399,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Ne se représente pas,
14267Y,M.,Cigolotti,Olivier,ACTIF,14410,2015-01-25 00:00:00.0,2015-01-26 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
14267Y,M.,Cigolotti,Olivier,ACTIF,51069,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
56819Q,M.,Claireaux,Henri,ANCIEN,2404,,1958-06-08 00:00:00.0,,Renouvellement 3,1959-04-27 00:00:00.0,,Fin de mandat,
56819Q,M.,Claireaux,Henri,ANCIEN,2405,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement,1968-10-01 00:00:00.0,,Non réélu,
11023D,Mme,Claireaux,Karine,ANCIEN,12470,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Non réélu,
000060,M.,Claparede,Emile,ANCIEN,2408,,1955-06-19 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000060,M.,Claparede,Emile,ANCIEN,2409,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1962-10-01 00:00:00.0,,Fin de mandat,
000060,M.,Claparede,Emile,ANCIEN,2410,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 3,1967-08-03 00:00:00.0,,Décédé,
04016A,M.,Claudel,Gérard,ANCIEN,10695,,2004-05-01 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Ne se représente pas,"En remplacement de Mme Nelly Olin, nommée membre du Gouvernement"
95019G,M.,Cléach,Marcel-Pierre,ANCIEN,144,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
95019G,M.,Cléach,Marcel-Pierre,ANCIEN,10976,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
000726,M.,Clerc,Jean,ANCIEN,5407,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000726,M.,Clerc,Jean,ANCIEN,5408,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1966-03-09 00:00:00.0,,Décédé,
86018E,M.,Clouet,Jean,ANCIEN,145,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
86018E,M.,Clouet,Jean,ANCIEN,146,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Ne se représente pas,
71009B,M.,Cluzel,Jean,ANCIEN,147,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
71009B,M.,Cluzel,Jean,ANCIEN,148,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Fin de mandat,
71009B,M.,Cluzel,Jean,ANCIEN,149,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 2,1998-09-30 00:00:00.0,,Ne se représente pas,
000058,M.,Cogniot,Georges,ANCIEN,2412,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Fin de mandat,
000058,M.,Cogniot,Georges,ANCIEN,2413,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
11031D,Mme,Cohen,Laurence,ACTIF,12743,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
11031D,Mme,Cohen,Laurence,ACTIF,51193,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
01063U,M.,Cointat,Christian,ANCIEN,6631,,2001-10-10 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. Paul d'Ornano, démissionnaire"
01063U,M.,Cointat,Christian,ANCIEN,10782,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
000235,M.,Colin,André,ANCIEN,2416,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1962-10-01 00:00:00.0,,Fin de mandat,
000235,M.,Colin,André,ANCIEN,2417,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 1,1971-10-01 00:00:00.0,,Fin de mandat,
000235,M.,Colin,André,ANCIEN,2418,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement 2,1978-08-29 00:00:00.0,,Décédé,
58805S,M.,Colin,Jean,ANCIEN,2420,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Fin de mandat,
58805S,M.,Colin,Jean,ANCIEN,2421,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement 1,1986-10-01 00:00:00.0,,Fin de mandat,
58805S,M.,Colin,Jean,ANCIEN,2422,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 2,1988-05-13 00:00:00.0,,Démissionnaire,
81014D,M.,Collard,Henri,ANCIEN,150,,1981-09-30 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Gustave HEON, décédé"
81014D,M.,Collard,Henri,ANCIEN,151,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Ne se représente pas,
000494,M.,Collery,Jean,ANCIEN,2424,,1970-08-20 00:00:00.0,,Remplace,1974-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Roger MENU, décédé"
000494,M.,Collery,Jean,ANCIEN,2425,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Renouvellement,1976-03-18 00:00:00.0,,Décédé,
000501,M.,Collet,François,ANCIEN,2427,,1980-10-04 00:00:00.0,,Remplace,1986-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Jean-Louis Vigier, démissionnaire"
000501,M.,Collet,François,ANCIEN,2429,,1993-06-20 00:00:00.0,,Election,1994-09-27 00:00:00.0,,Décédé,
59223E,M.,Collette,Henri,ANCIEN,2432,,1974-07-09 00:00:00.0,,Remplace,1974-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Roger Poudonson, nommé membre du Gouvernement"
59223E,M.,Collette,Henri,ANCIEN,2434,,1981-10-10 00:00:00.0,,Remplace,1983-10-02 00:00:00.0,,Fin de mandat,"En remplacement de M. Baudoin de HAUTECLOCQUE, décédé"
59223E,M.,Collette,Henri,ANCIEN,2435,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1992-10-01 00:00:00.0,,Non réélu,
88008L,M.,Collin,Yvon,ANCIEN,152,1988-07-31 00:00:00.0,1988-07-31 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
88008L,M.,Collin,Yvon,ANCIEN,153,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Fin de mandat,
88008L,M.,Collin,Yvon,ANCIEN,10754,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 2,2014-09-30 00:00:00.0,,Fin de mandat,
88008L,M.,Collin,Yvon,ANCIEN,14068,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Ne se représente pas,
59528U,M.,Collomb,Francisque,ANCIEN,2437,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Fin de mandat,
59528U,M.,Collomb,Francisque,ANCIEN,2438,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement 1,1986-10-01 00:00:00.0,,Fin de mandat,
59528U,M.,Collomb,Francisque,ANCIEN,2439,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 2,1995-10-01 00:00:00.0,,Ne se représente pas,
99002P,M.,Collomb,Gérard,ANCIEN,5831,,1999-11-02 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,De droit (incompatibilité mandats locaux),"En remplacement de M. Franck Sérusclat, démissionnaire"
99002P,M.,Collomb,Gérard,ANCIEN,10823,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 2,2014-09-30 00:00:00.0,,Fin de mandat,
99002P,M.,Collomb,Gérard,ANCIEN,14123,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2017-06-17 00:00:00.0,,Membre Gouvernement,
99002P,M.,Collomb,Gérard,ANCIEN,51642,,2018-11-04 00:00:00.0,,Reprise suite à fin fon. membre Gvt,2018-12-05 00:00:00.0,,Cessation de mandat,
04038G,M.,Collombat,Pierre-Yves,ANCIEN,10791,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
04038G,M.,Collombat,Pierre-Yves,ANCIEN,14239,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement 1,2020-09-30 00:00:00.0,,Ne se représente pas,
14209N,M.,Commeinhes,François,ANCIEN,14107,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2017-09-30 00:00:00.0,,Démissionnaire,
19295A,Mme,Conconne,Catherine,ACTIF,51365,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
19812Y,Mme,Constant,Agnès,ANCIEN,51685,,2019-07-01 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Non réélu,
000196,M.,Constant,Georges,ANCIEN,2441,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Ne se représente pas,
11027H,Mme,Conway-Mouret,Hélène,ACTIF,12676,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2012-07-21 00:00:00.0,,Membre Gouvernement,
11027H,Mme,Conway-Mouret,Hélène,ACTIF,13763,,2014-05-03 00:00:00.0,,Reprise suite à fin fon. membre Gvt,2017-10-01 00:00:00.0,,Fin de mandat,
11027H,Mme,Conway-Mouret,Hélène,ACTIF,51272,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
57710G,M.,Coppenrath,Gérald,ANCIEN,2444,,1958-06-08 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
57710G,M.,Coppenrath,Gérald,ANCIEN,2445,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement,1962-10-01 00:00:00.0,,Non réélu,
01035Q,M.,Coquelle,Yves,ANCIEN,6449,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2007-01-01 00:00:00.0,,Démissionnaire,
19681G,M.,Corbisez,Jean-Pierre,ACTIF,51164,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
89011K,M.,Cornac,Claude,ANCIEN,2446,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1996-01-12 00:00:00.0,,Décédé,
11114F,M.,Cornano,Jacques,ANCIEN,12661,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Ne se représente pas,
000073,M.,Cornat,Henri,ANCIEN,2448,,1952-12-21 00:00:00.0,,Remplace,1959-04-27 00:00:00.0,,Fin de mandat,"En remplacement de M. Joseph Lecacheux, décédé."
000073,M.,Cornat,Henri,ANCIEN,2449,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1965-10-01 00:00:00.0,,Fin de mandat,
000073,M.,Cornat,Henri,ANCIEN,2450,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 2,1968-06-16 00:00:00.0,,Décédé,
000763,M.,Cornu,André,ANCIEN,5412,,1959-04-28 00:00:00.0,,Renouvellement 2,1962-09-22 00:00:00.0,1955,Fin de mandat,
000763,M.,Cornu,André,ANCIEN,5413,,1962-10-02 00:00:00.0,,Renouvellement 3,1971-10-01 00:00:00.0,1955,Ne se représente pas,
98023Q,M.,Cornu,Gérard,ANCIEN,5095,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
98023Q,M.,Cornu,Gérard,ANCIEN,11495,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
98023Q,M.,Cornu,Gérard,ANCIEN,14130,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2018-12-30 00:00:00.0,,Démissionnaire,
19253P,Mme,Costes,Josiane,ANCIEN,22528,,2017-06-18 00:00:00.0,,Remplace,2018-11-16 00:00:00.0,,Reprise mandat d'ancien membre du Gvt,"en remplacement de M. Jacques Mézard, nommé membre du Gouvernement"
19253P,Mme,Costes,Josiane,ANCIEN,51658,,2019-03-04 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de M. Jacques Mézard, nommé membre du Conseil Constitutionnel"
59224F,M.,Costes,Marcel,ANCIEN,2452,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Ne se représente pas,
000702,M.,Coude Du Foresto,Yvon,ANCIEN,5419,,1958-06-08 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000702,M.,Coude Du Foresto,Yvon,ANCIEN,5420,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1968-10-01 00:00:00.0,,Fin de mandat,
000702,M.,Coude Du Foresto,Yvon,ANCIEN,5421,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 3,1977-10-02 00:00:00.0,,Ne se représente pas,
07030L,M.,Couderc,Raymond,ANCIEN,11271,2007-08-26 00:00:00.0,2007-08-27 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
07030L,M.,Couderc,Raymond,ANCIEN,11549,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Non réélu,
000192,M.,Coudert,Jacques,ANCIEN,2454,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Ne se représente pas,
000121,M.,Courbatere,Roger,ANCIEN,2457,,1968-01-07 00:00:00.0,,Remplace,1971-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Marcel Audy, décédé."
000205,M.,Courriere,Antoine,ANCIEN,2461,,1955-06-19 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000205,M.,Courriere,Antoine,ANCIEN,2462,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1962-10-01 00:00:00.0,,Fin de mandat,
000205,M.,Courriere,Antoine,ANCIEN,2463,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement,1971-10-01 00:00:00.0,,Fin de mandat,
000205,M.,Courriere,Antoine,ANCIEN,2464,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement,1974-09-20 00:00:00.0,1974,Décédé,
74050Q,M.,Courrière,Raymond,ANCIEN,156,1974-12-08 00:00:00.0,1974-12-08 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
74050Q,M.,Courrière,Raymond,ANCIEN,157,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement 1,1981-07-22 00:00:00.0,,Membre Gouvernement,
74050Q,M.,Courrière,Raymond,ANCIEN,159,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
74050Q,M.,Courrière,Raymond,ANCIEN,160,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 2,1998-09-30 00:00:00.0,,Fin de mandat,
74050Q,M.,Courrière,Raymond,ANCIEN,5037,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 3,2006-08-11 00:00:00.0,,Décédé,
000359,M.,Courroy,Louis,ANCIEN,2467,,1958-06-08 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000359,M.,Courroy,Louis,ANCIEN,2468,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1968-10-01 00:00:00.0,,Fin de mandat,
000359,M.,Courroy,Louis,ANCIEN,2469,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 3,1977-10-02 00:00:00.0,,Ne se représente pas,
80013X,M.,Courteau,Roland,ANCIEN,161,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
80013X,M.,Courteau,Roland,ANCIEN,162,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Fin de mandat,
80013X,M.,Courteau,Roland,ANCIEN,5038,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 2,2008-09-30 00:00:00.0,,Fin de mandat,
80013X,M.,Courteau,Roland,ANCIEN,11481,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 3,2014-09-30 00:00:00.0,,Fin de mandat,
80013X,M.,Courteau,Roland,ANCIEN,14064,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Ne se représente pas,
11115U,M.,Courtial,Édouard,ACTIF,51144,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
95020Y,M.,Courtois,Jean-Patrick,ANCIEN,163,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
